1,837,1,117.281029 ,31.729325 
2,837,1,117.281687 ,31.729377 
3,837,1,117.281834 ,31.729384 
4,837,1,117.281867 ,31.729400 
5,837,1,117.281884 ,31.729435 
6,837,1,117.281892 ,31.729490 
7,837,1,117.281922 ,31.729570 
8,837,1,117.281953 ,31.729607 
9,837,1,117.282001 ,31.729702 
10,837,1,117.282027 ,31.729756 
11,837,1,117.282074 ,31.729817 
12,837,1,117.282127 ,31.729878 
13,837,1,117.282160 ,31.729921 
14,837,1,117.282212 ,31.729966 
15,837,1,117.282258 ,31.730016 
16,837,1,117.282324 ,31.730073 
17,837,1,117.282447 ,31.730127 
18,837,1,117.282637 ,31.730141 
19,837,1,117.283025 ,31.730178 
20,837,1,117.283138 ,31.730187 
21,837,1,117.283179 ,31.730194 
22,837,1,117.283214 ,31.730220 
23,837,1,117.283258 ,31.730228 
24,837,1,117.283293 ,31.730224 
25,837,1,117.283342 ,31.730212 
26,837,1,117.283363 ,31.730187 
27,837,1,117.283439 ,31.730134 
28,837,1,117.283610 ,31.730090 
29,837,1,117.283760 ,31.730042 
30,837,1,117.283875 ,31.729997 
31,837,1,117.283939 ,31.729966 
32,837,1,117.284019 ,31.729923 
33,837,1,117.284061 ,31.729887 
34,837,1,117.284089 ,31.729842 
35,837,1,117.284131 ,31.729735 
36,837,1,117.284147 ,31.729609 
37,837,1,117.284193 ,31.729297 
38,837,1,117.284188 ,31.729250 
39,837,1,117.284128 ,31.729084 
40,837,1,117.284045 ,31.728998 
41,837,1,117.283952 ,31.728894 
42,837,1,117.283873 ,31.728801 
43,837,1,117.283833 ,31.728709 
44,837,1,117.283822 ,31.728636 
45,837,1,117.283816 ,31.728550 
46,837,1,117.283830 ,31.728434 
47,837,1,117.283850 ,31.728335 
48,837,1,117.283900 ,31.728260 
49,837,1,117.283950 ,31.728168 
50,837,1,117.283987 ,31.728080 
51,837,1,117.284014 ,31.728051 
52,837,1,117.284148 ,31.727934 
53,837,1,117.284236 ,31.727866 
54,837,1,117.284301 ,31.727815 
55,837,1,117.284342 ,31.727789 
56,837,1,117.284425 ,31.727765 
57,837,1,117.284549 ,31.727735 
58,837,1,117.284631 ,31.727715 
59,837,1,117.284729 ,31.727688 
60,837,1,117.284792 ,31.727676 
61,837,1,117.284824 ,31.727685 
62,837,1,117.284884 ,31.727705 
63,837,1,117.284972 ,31.727742 
64,837,1,117.285029 ,31.727771 
65,837,1,117.285113 ,31.727816 
66,837,1,117.285184 ,31.727861 
67,837,1,117.285234 ,31.727885 
68,837,1,117.285286 ,31.727898 
69,837,1,117.285376 ,31.727922 
70,837,1,117.285445 ,31.727931 
71,837,1,117.285523 ,31.727937 
72,837,1,117.285606 ,31.727938 
73,837,1,117.285747 ,31.727930 
74,837,1,117.285835 ,31.727926 
75,837,0,117.285834 ,31.727876 
76,837,0,117.285633 ,31.727888 
77,837,0,117.285502 ,31.727894 
78,837,0,117.285393 ,31.727878 
79,837,0,117.285314 ,31.727858 
80,837,0,117.285227 ,31.727828 
81,837,0,117.285167 ,31.727801 
82,837,0,117.285020 ,31.727714 
83,837,0,117.284838 ,31.727639 
84,837,0,117.284798 ,31.727631 
85,837,0,117.284386 ,31.727728 
86,837,0,117.284268 ,31.727784 
87,837,0,117.284175 ,31.727854 
88,837,0,117.284074 ,31.727929 
89,837,0,117.283955 ,31.728042 
90,837,0,117.283910 ,31.728142 
91,837,0,117.283872 ,31.728217 
92,837,0,117.283811 ,31.728292 
93,837,0,117.283791 ,31.728363 
94,837,0,117.283773 ,31.728505 
95,837,0,117.283765 ,31.728614 
96,837,0,117.283775 ,31.728702 
97,837,0,117.283810 ,31.728787 
98,837,0,117.283853 ,31.728861 
99,837,0,117.283917 ,31.728925 
100,837,0,117.283990 ,31.729000 
101,837,0,117.284075 ,31.729097 
102,837,0,117.284125 ,31.729210 
103,837,0,117.284145 ,31.729291 
104,837,0,117.284134 ,31.729390 
105,837,0,117.284109 ,31.729547 
106,837,0,117.284081 ,31.729732 
107,837,0,117.284046 ,31.729820 
108,837,0,117.283996 ,31.729892 
109,837,0,117.283874 ,31.729957 
110,837,0,117.283656 ,31.730033 
111,837,0,117.283378 ,31.730107 
112,837,0,117.283335 ,31.730185 
113,837,0,117.283255 ,31.730198 
114,837,0,117.283164 ,31.730141 
115,837,0,117.283002 ,31.730116 
116,837,0,117.282743 ,31.730106 
117,837,0,117.282588 ,31.730094 
118,837,0,117.282494 ,31.730094 
119,837,0,117.282461 ,31.730085 
120,837,0,117.282384 ,31.730052 
121,837,0,117.282319 ,31.730009 
122,837,0,117.282237 ,31.729925 
123,837,0,117.282105 ,31.729785 
124,837,0,117.281986 ,31.729578 
125,837,0,117.281963 ,31.729534 
126,837,0,117.281932 ,31.729399 
127,837,0,117.281854 ,31.729339 
128,837,0,117.281036 ,31.729255 
129,837,0,117.281029 ,31.729325 
130,839,1,117.281995 ,31.729681 
131,839,1,117.281886 ,31.729793 
132,839,1,117.281787 ,31.729804 
133,839,1,117.281608 ,31.729820 
134,839,1,117.281575 ,31.729824 
135,839,1,117.281445 ,31.729930 
136,839,1,117.281411 ,31.730022 
137,839,1,117.281416 ,31.730134 
138,839,1,117.281468 ,31.730278 
139,839,1,117.281588 ,31.730435 
140,839,1,117.281692 ,31.730515 
141,839,1,117.281768 ,31.730538 
142,839,1,117.281850 ,31.730670 
143,839,1,117.281952 ,31.730652 
144,839,1,117.281998 ,31.730614 
145,839,1,117.282045 ,31.730595 
146,839,1,117.282108 ,31.730574 
147,839,1,117.282192 ,31.730563 
148,839,1,117.282319 ,31.730501 
149,839,1,117.282455 ,31.730472 
150,839,1,117.282590 ,31.730460 
151,839,1,117.282705 ,31.730442 
152,839,1,117.282791 ,31.730397 
153,839,1,117.282932 ,31.730379 
154,839,1,117.283248 ,31.730387 
155,839,1,117.283599 ,31.730396 
156,839,1,117.283683 ,31.730425 
157,839,1,117.283801 ,31.730440 
158,839,1,117.283875 ,31.730440 
159,839,1,117.283991 ,31.730401 
160,839,1,117.284043 ,31.730375 
161,839,1,117.284141 ,31.730345 
162,839,1,117.284243 ,31.730353 
163,839,1,117.284361 ,31.730338 
164,839,1,117.284452 ,31.730296 
165,839,1,117.284517 ,31.730248 
166,839,1,117.284568 ,31.730183 
167,839,1,117.284610 ,31.730150 
168,839,1,117.284670 ,31.730131 
169,839,1,117.284728 ,31.730107 
170,839,1,117.284799 ,31.730082 
171,839,1,117.284843 ,31.730064 
172,839,1,117.284882 ,31.730031 
173,839,1,117.284900 ,31.729987 
174,839,1,117.284916 ,31.729952 
175,839,1,117.284953 ,31.729855 
176,839,1,117.284971 ,31.729811 
177,839,1,117.284997 ,31.729774 
178,839,1,117.285102 ,31.729604 
179,839,1,117.285182 ,31.729557 
180,839,1,117.285210 ,31.729536 
181,839,1,117.285233 ,31.729510 
182,839,1,117.285253 ,31.729482 
183,839,1,117.285272 ,31.729438 
184,839,1,117.285279 ,31.729399 
185,839,1,117.285251 ,31.729366 
186,839,1,117.285123 ,31.729276 
187,839,1,117.285093 ,31.729253 
188,839,1,117.285082 ,31.729233 
189,839,1,117.285053 ,31.729155 
190,839,1,117.285025 ,31.729082 
191,839,1,117.284993 ,31.729016 
192,839,1,117.284960 ,31.728957 
193,839,1,117.284889 ,31.728917 
194,839,1,117.284831 ,31.728903 
195,839,1,117.284750 ,31.728912 
196,839,1,117.284700 ,31.728937 
197,839,1,117.284663 ,31.728952 
198,839,1,117.284626 ,31.728976 
199,839,1,117.284571 ,31.729018 
200,839,1,117.284521 ,31.729062 
201,839,1,117.284443 ,31.729137 
202,839,1,117.284414 ,31.729194 
203,839,1,117.284384 ,31.729222 
204,839,1,117.284164 ,31.729272 
205,839,0,117.284161 ,31.729302 
206,839,0,117.284394 ,31.729246 
207,839,0,117.284418 ,31.729236 
208,839,0,117.284447 ,31.729214 
209,839,0,117.284453 ,31.729191 
210,839,0,117.284461 ,31.729164 
211,839,0,117.284504 ,31.729130 
212,839,0,117.284585 ,31.729054 
213,839,0,117.284651 ,31.728996 
214,839,0,117.284700 ,31.728962 
215,839,0,117.284761 ,31.728938 
216,839,0,117.284811 ,31.728934 
217,839,0,117.284867 ,31.728947 
218,839,0,117.284910 ,31.728966 
219,839,0,117.284947 ,31.729005 
220,839,0,117.284995 ,31.729095 
221,839,0,117.285023 ,31.729166 
222,839,0,117.285052 ,31.729242 
223,839,0,117.285073 ,31.729276 
224,839,0,117.285194 ,31.729366 
225,839,0,117.285234 ,31.729392 
226,839,0,117.285245 ,31.729419 
227,839,0,117.285234 ,31.729459 
228,839,0,117.285202 ,31.729496 
229,839,0,117.285175 ,31.729528 
230,839,0,117.285075 ,31.729583 
231,839,0,117.285037 ,31.729638 
232,839,0,117.284936 ,31.729811 
233,839,0,117.284878 ,31.729950 
234,839,0,117.284850 ,31.730016 
235,839,0,117.284807 ,31.730033 
236,839,0,117.284685 ,31.730069 
237,839,0,117.284641 ,31.730082 
238,839,0,117.284601 ,31.730107 
239,839,0,117.284546 ,31.730141 
240,839,0,117.284527 ,31.730167 
241,839,0,117.284498 ,31.730204 
242,839,0,117.284451 ,31.730247 
243,839,0,117.284375 ,31.730293 
244,839,0,117.284291 ,31.730310 
245,839,0,117.284205 ,31.730306 
246,839,0,117.284143 ,31.730312 
247,839,0,117.284077 ,31.730326 
248,839,0,117.284005 ,31.730348 
249,839,0,117.283966 ,31.730368 
250,839,0,117.283909 ,31.730387 
251,839,0,117.283850 ,31.730401 
252,839,0,117.283801 ,31.730406 
253,839,0,117.283750 ,31.730404 
254,839,0,117.283674 ,31.730388 
255,839,0,117.283612 ,31.730381 
256,839,0,117.283535 ,31.730371 
257,839,0,117.283410 ,31.730365 
258,839,0,117.282930 ,31.730358 
259,839,0,117.282788 ,31.730376 
260,839,0,117.282702 ,31.730420 
261,839,0,117.282529 ,31.730444 
262,839,0,117.282446 ,31.730453 
263,839,0,117.282345 ,31.730471 
264,839,0,117.282293 ,31.730481 
265,839,0,117.282240 ,31.730513 
266,839,0,117.282194 ,31.730534 
267,839,0,117.282088 ,31.730550 
268,839,0,117.281976 ,31.730587 
269,839,0,117.281947 ,31.730619 
270,839,0,117.281868 ,31.730636 
271,839,0,117.281789 ,31.730517 
272,839,0,117.281717 ,31.730497 
273,839,0,117.281614 ,31.730414 
274,839,0,117.281497 ,31.730271 
275,839,0,117.281453 ,31.730138 
276,839,0,117.281447 ,31.730035 
277,839,0,117.281474 ,31.729942 
278,839,0,117.281594 ,31.729852 
279,839,0,117.281913 ,31.729821 
280,839,0,117.282031 ,31.729713 
281,838,1,117.284880 ,31.730030 
282,838,1,117.284982 ,31.730004 
283,838,1,117.285063 ,31.729972 
284,838,1,117.285165 ,31.729924 
285,838,1,117.285257 ,31.729896 
286,838,1,117.285373 ,31.729872 
287,838,1,117.285438 ,31.729838 
288,838,1,117.285496 ,31.729778 
289,838,1,117.285564 ,31.729671 
290,838,1,117.285621 ,31.729634 
291,838,1,117.285683 ,31.729594 
292,838,1,117.285731 ,31.729520 
293,838,1,117.285756 ,31.729409 
294,838,1,117.285746 ,31.729304 
295,838,1,117.285676 ,31.729142 
296,838,1,117.285643 ,31.729080 
297,838,1,117.285662 ,31.728972 
298,838,1,117.285629 ,31.728857 
299,838,1,117.285600 ,31.728793 
300,838,1,117.285572 ,31.728666 
301,838,1,117.285530 ,31.728519 
302,838,1,117.285474 ,31.728456 
303,838,1,117.285432 ,31.728322 
304,838,1,117.285491 ,31.728238 
305,838,1,117.285506 ,31.728200 
306,838,1,117.285527 ,31.728153 
307,838,1,117.285523 ,31.728100 
308,838,1,117.285497 ,31.728043 
309,838,1,117.285482 ,31.727955 
310,838,1,117.285461 ,31.727841 
311,838,1,117.285443 ,31.727749 
312,838,1,117.285430 ,31.727705 
313,838,1,117.285396 ,31.727654 
