3,1,384.3713574,20
1,1,384.3713574,20
2,2,374.1190915,20
3,2,374.1190915,20
4,3,423.1707306,15
5,3,423.1707306,15
6,4,127.6528241,15
4,4,127.6528241,15
8,5,92.8034572,15
9,5,92.8034572,15
9,6,440.8716044,15
11,6,440.8716044,15
13,7,85.6578046,25
2,7,85.6578046,25
15,8,171.339134,25
14,8,171.339134,25
11,9,87.32457832,15
16,9,87.32457832,15
16,10,421.5051913,15
6,10,421.5051913,15
21,11,445.2049843,15
8,11,445.2049843,15
23,12,233.6674547,25
15,12,233.6674547,25
25,13,121.2412603,25
23,13,121.2412603,25
27,14,28.44865257,25
25,14,28.44865257,25
5,15,112.4035826,25
28,15,112.4035826,25
28,16,236.9375856,25
27,16,236.9375856,25
3,17,24.10942437,20
33,17,24.10942437,20
33,18,384.6489439,20
34,18,384.6489439,20
1,19,21.36482278,20
34,19,21.36482278,20
38,20,22.34601554,25
2,20,22.34601554,25
38,21,374.6005639,20
33,21,374.6005639,20
5,22,21.53196067,25
43,22,21.53196067,25
45,23,21.53591431,15
4,23,21.53591431,15
45,24,424.1205822,15
43,24,424.1205822,15
14,25,45.10349088,10
48,25,45.10349088,10
50,26,16.86969426,15
21,26,16.86969426,15
50,27,445.7840579,15
53,27,445.7840579,15
8,28,24.02617115,15
53,28,24.02617115,15
6,29,23.95780188,15
56,29,23.95780188,15
16,30,20.51650893,15
58,30,20.51650893,15
58,31,421.494318,15
56,31,421.494318,15
9,32,25.40770269,15
63,32,25.40770269,15
65,33,788.0102206,25
13,33,788.0102206,25
63,34,440.7211151,15
67,34,440.7211151,15
11,35,30.8167743,15
67,35,30.8167743,15
70,36,46.05103251,25
23,36,46.05103251,25
25,37,25.38375086,25
73,37,25.38375086,25
73,38,26.55242572,25
70,38,26.55242572,25
1,39,166.4906038,20
76,39,166.4906038,20
78,40,26.03784104,20
76,40,26.03784104,20
34,41,23.80834056,20
81,41,23.80834056,20
81,42,21.92643214,20
78,42,21.92643214,20
13,43,39.05235755,25
85,43,39.05235755,25
85,44,16.61890955,25
87,44,16.61890955,25
87,45,28.92033107,25
38,45,28.92033107,25
28,46,30.51222102,25
90,46,30.51222102,25
90,47,79.88131304,2.5
92,47,79.88131304,2.5
92,48,162.6561321,2.5
94,48,162.6561321,2.5
27,49,33.801158,2.5
94,49,33.801158,2.5
56,50,36.54733871,15
98,50,36.54733871,15
98,51,36.44144097,15
100,51,36.44144097,15
100,52,32.95475915,15
45,52,32.95475915,15
104,53,30.32757635,15
58,53,30.32757635,15
106,54,24.16146196,15
104,54,24.16146196,15
67,55,15.36089125,15
109,55,15.36089125,15
109,56,6.748415814,15
106,56,6.748415814,15
113,57,32.16394636,15
63,57,32.16394636,15
53,58,27.36709541,15
114,58,27.36709541,15
114,59,23.64741096,15
113,59,23.64741096,15
119,60,36.71917161,10
65,60,36.71917161,10
48,61,200.0141588,10
119,61,200.0141588,10
43,62,46.31478618,25
123,62,46.31478618,25
123,63,14.17493718,25
125,63,14.17493718,25
125,64,31.01945962,25
90,64,31.01945962,25
128,65,45.01844384,15
50,65,45.01844384,15
130,66,15.9218211,15
128,66,15.9218211,15
133,67,131.8176829,15
21,67,131.8176829,15
133,68,11.45079334,15
130,68,11.45079334,15
137,69,38.16152384,3.2
94,69,38.16152384,3.2
125,70,36.58927569,9.1
138,70,36.58927569,9.1
138,71,84.94841151,2.1
140,71,84.94841151,2.1
92,72,70.00103026,2.1
142,72,70.00103026,2.1
142,73,135.9848416,2.1
137,73,135.9848416,2.1
140,74,81.51598377,2.1
147,74,81.51598377,2.1
142,75,13.52126632,2.1
147,75,13.52126632,2.1
147,76,16.76154432,2.1
151,76,16.76154432,2.1
151,77,138.1904525,3.2
137,77,138.1904525,3.2
155,78,28.71085749,3.2
151,78,28.71085749,3.2
140,79,63.6282791,2.1
156,79,63.6282791,2.1
156,80,37.1035948,3.2
155,80,37.1035948,3.2
160,81,175.8539469,15
65,81,175.8539469,15
160,82,799.6753757,9.5
162,82,799.6753757,9.5
85,83,170.1789939,10.5
162,83,170.1789939,10.5
162,84,19.65265091,9.5
166,84,19.65265091,9.5
87,85,170.2188482,10.5
166,85,170.2188482,10.5
166,86,1.502694237,9.5
170,86,1.502694237,9.5
48,87,183.6897026,4
172,87,183.6897026,4
170,88,390.9789123,6.7
174,88,390.9789123,6.7
33,89,203.6020953,6
174,89,203.6020953,6
178,90,85.86951281,3.2
156,90,85.86951281,3.2
178,91,15.32435554,3.2
180,91,15.32435554,3.2
114,92,233.1545827,14
182,92,233.1545827,14
182,93,20.94293316,14
184,93,20.94293316,14
113,94,233.3819829,14
184,94,233.3819829,14
138,95,193.8503304,9.1
188,95,193.8503304,9.1
188,96,85.37966378,3.2
178,96,85.37966378,3.2
193,97,230.5027262,9.1
123,97,230.5027262,9.1
193,98,16.70499733,9.1
188,98,16.70499733,9.1
104,99,239.1049218,15
196,99,239.1049218,15
106,100,239.5465341,15
198,100,239.5465341,15
198,101,22.75041963,15
196,101,22.75041963,15
130,102,230.27961,10
202,102,230.27961,10
202,103,17.78544454,10
204,103,17.78544454,10
128,104,230.4989632,10
204,104,230.4989632,10
196,105,30.08779585,15
209,105,30.08779585,15
210,106,30.13704142,15
198,106,30.13704142,15
212,107,133.3730713,11.4
210,107,133.3730713,11.4
209,108,455.7073066,11.4
214,108,455.7073066,11.4
214,109,257.1194243,13.5
98,109,257.1194243,13.5
214,110,35.78463803,13.5
218,110,35.78463803,13.5
218,111,256.6156717,13.5
100,111,256.6156717,13.5
218,112,0.075257194,13.5
222,112,0.075257194,13.5
224,113,133.743277,11.4
212,113,133.743277,11.4
184,114,36.78941818,14
226,114,36.78941818,14
226,115,179.3156443,11.4
224,115,179.3156443,11.4
222,116,462.633926,11.4
230,116,462.633926,11.4
230,117,21.10230925,9.1
193,117,21.10230925,9.1
204,118,26.81034268,10
234,118,26.81034268,10
234,119,454.0627113,11.4
237,119,454.0627113,11.4
237,120,33.93233295,14
182,120,33.93233295,14
155,121,205.4520028,2.1
241,121,205.4520028,2.1
180,122,127.9303162,2.1
241,122,127.9303162,2.1
245,123,26.71014063,15
209,123,26.71014063,15
247,124,22.40876168,15
245,124,22.40876168,15
210,125,28.16648832,15
247,125,28.16648832,15
250,126,27.28466406,6
251,126,27.28466406,6
253,127,36.70770181,10
202,127,36.70770181,10
253,128,3.579194423,10
255,128,3.579194423,10
255,129,18.5929111,10
257,129,18.5929111,10
257,130,26.50159687,10
234,130,26.50159687,10
260,131,35.8469448,9.1
188,131,35.8469448,9.1
263,132,13.46152618,9.1
260,132,13.46152618,9.1
230,133,24.5807141,9.1
263,133,24.5807141,9.1
266,134,43.7621777,14
226,134,43.7621777,14
268,135,18.86679097,14
266,135,18.86679097,14
271,136,21.77992823,14
237,136,21.77992823,14
271,137,9.521594929,14
268,137,9.521594929,14
241,138,38.78702518,2.1
274,138,38.78702518,2.1
