1,117.3135839,31.714999
2,117.3055822,31.71500912
3,117.3095289,31.71496168
4,117.2811742,31.7150766
5,117.2856386,31.71504236
6,117.2802215,31.71508046
8,117.269887,31.71507911
9,117.2705133,31.71509928
11,117.2751644,31.71507042
13,117.3050011,31.71511676
14,117.2939516,31.71510091
15,117.292144,31.71511965
16,117.2757748,31.71512688
21,117.2651906,31.71514314
23,117.289679,31.7151452
25,117.2891693,31.71514686
27,117.2888692,31.71514933
28,117.2863696,31.71516983
33,117.3095293,31.71517911
34,117.3135873,31.71519165
38,117.3055773,31.71521061
43,117.2856473,31.71523641
45,117.2811729,31.71527082
48,117.2943727,31.7152903
50,117.2651906,31.71529528
53,117.2698937,31.71529571
56,117.2802223,31.71529652
58,117.2757755,31.71531191
63,117.2705176,31.7153284
65,117.2967564,31.71534055
67,117.2751672,31.71534833
70,117.2894533,31.71537069
73,117.2891732,31.71537576
76,117.3141462,31.7153861
78,117.3138715,31.71538784
81,117.3136402,31.7153893
85,117.3051882,31.71539541
87,117.3053635,31.71539541
90,117.2863785,31.7154449
92,117.2872213,31.7154461
94,117.2889373,31.71544854
98,117.2805372,31.71545126
100,117.2809216,31.71545643
104,117.2755676,31.71546529
106,117.2753127,31.71546742
109,117.2752415,31.71546802
113,117.2702816,31.71548885
114,117.2700321,31.71549006
119,117.2964321,31.71552163
123,117.285922,31.71554185
125,117.2860715,31.71554185
128,117.2649786,31.7155742
130,117.2648106,31.71557534
133,117.2646898,31.71557616
137,117.2889143,31.71578755
138,117.2860751,31.71587182
140,117.2868835,31.71596847
142,117.2875419,31.71599356
147,117.2875759,31.71611199
151,117.2877346,31.71617875
155,117.2874947,31.71633672
156,117.2871499,31.71649516
160,117.2967532,31.71692649
162,117.3051901,31.71693017
166,117.3053974,31.71693026
170,117.3054133,31.71693027
172,117.2943772,31.7169469
174,117.309537,31.71701528
178,117.2868155,31.71717294
180,117.2868287,31.71731019
182,117.2700766,31.71759243
184,117.2702976,31.71759357
188,117.2860942,31.71761999
193,117.285918,31.71762065
196,117.2755812,31.71762164
198,117.2753412,31.71762764
202,117.2648381,31.71765199
204,117.2650258,31.71765257
209,117.2757268,31.71776478
